day,hour,storage,price,daily_avg,weekly_avg,action,reward
270.0,14.0,60.0,62.9,49.775,47.14839285714286,hold,0.0
270.0,15.0,60.0,61.0,50.60833333333333,47.16622023809524,hold,0.0
270.0,16.0,60.0,56.19,51.357499999999995,47.17869047619048,hold,0.0
270.0,17.0,60.0,53.99,52.060833333333335,47.1864880952381,hold,0.0
270.0,18.0,60.0,53.54,52.607916666666675,47.19419642857143,hold,0.0
270.0,19.0,60.0,56.88,52.994166666666665,47.210297619047616,buy,-0.1
270.0,20.0,70.0,63.2,53.23374999999999,47.24017857142857,buy,-0.22
270.0,21.0,80.0,63.0,53.35874999999999,47.26172619047619,buy,-0.21
270.0,22.0,90.0,54.71,53.36291666666667,47.27080357142857,buy,-0.05
270.0,23.0,100.0,54.29,53.373749999999994,47.28898809523809,buy,-0.04
270.0,24.0,110.0,52.09,53.50666666666666,47.31785714285714,buy,0.0
271.0,1.0,0.0,43.84,53.500416666666666,47.3322619047619,buy,0.36
271.0,2.0,10.0,41.0,53.458333333333336,47.3528869047619,buy,0.41
271.0,3.0,20.0,38.8,53.56125,47.39125,buy,2.46
271.0,4.0,30.0,36.0,53.79625000000001,47.44958333333333,buy,2.51
271.0,5.0,40.0,36.99,54.08708333333334,47.505297619047624,buy,2.5
271.0,6.0,50.0,41.51,54.24625,47.532113095238095,buy,0.41
271.0,7.0,60.0,49.98,54.10875000000001,47.536517857142854,buy,0.25
271.0,8.0,70.0,62.95,54.185833333333335,47.55651785714285,hold,0.0
271.0,9.0,70.0,64.06,54.214999999999996,47.58863095238095,hold,0.0
271.0,10.0,70.0,64.75,54.26708333333334,47.62175595238095,hold,0.0
271.0,11.0,70.0,63.46,54.27875,47.649375,hold,0.0
271.0,12.0,70.0,65.0,54.312083333333334,47.67395833333334,hold,0.0
271.0,13.0,70.0,63.0,54.29708333333334,47.69770833333333,hold,0.0
271.0,14.0,70.0,61.0,54.21791666666667,47.72142857142857,hold,0.0
271.0,15.0,70.0,60.7,54.20541666666666,47.750059523809526,hold,0.0
271.0,16.0,70.0,56.74,54.22833333333333,47.76913690476191,hold,0.0
271.0,17.0,70.0,57.2,54.36208333333334,47.79071428571429,hold,0.0
271.0,18.0,70.0,57.08,54.50958333333333,47.81467261904762,hold,0.0
271.0,19.0,70.0,60.7,54.668749999999996,47.846488095238094,hold,0.0
271.0,20.0,70.0,65.91,54.781666666666666,47.8908630952381,buy,-0.24
271.0,21.0,80.0,63.18,54.78916666666667,47.91818452380952,buy,-0.19
271.0,22.0,90.0,52.46,54.69541666666667,47.93467261904762,buy,0.01
271.0,23.0,100.0,50.05,54.518750000000004,47.94699404761904,buy,0.06
271.0,24.0,110.0,45.17,54.23041666666666,47.96488095238095,buy,0.15
272.0,1.0,0.0,44.01,54.237500000000004,47.98235119047619,buy,0.37
272.0,2.0,10.0,40.81,54.22958333333333,48.00190476190476,buy,0.43
272.0,3.0,20.0,38.17,54.20333333333334,48.038125,buy,2.48
272.0,4.0,30.0,35.99,54.20291666666666,48.098124999999996,buy,2.52
272.0,5.0,40.0,36.64,54.18833333333333,48.15119047619048,buy,2.51
272.0,6.0,50.0,40.14,54.13125,48.1620238095238,buy,0.44
272.0,7.0,60.0,49.22,54.09958333333333,48.168601190476195,buy,0.27
272.0,8.0,70.0,63.0,54.10166666666667,48.199851190476195,hold,0.0
272.0,9.0,70.0,65.0,54.14083333333334,48.237410714285716,hold,0.0
272.0,10.0,70.0,66.7,54.22208333333334,48.27779761904761,hold,0.0
272.0,11.0,70.0,66.1,54.332083333333344,48.31511904761904,hold,0.0
272.0,12.0,70.0,68.4,54.473749999999995,48.355357142857144,hold,0.0
272.0,13.0,70.0,66.31,54.61166666666667,48.392738095238094,hold,0.0
272.0,14.0,70.0,64.05,54.73875,48.42622023809523,hold,0.0
272.0,15.0,70.0,61.89,54.788333333333334,48.45595238095238,hold,0.0
272.0,16.0,70.0,57.0,54.79916666666666,48.474315476190476,hold,0.0
272.0,17.0,70.0,56.29,54.76125,48.49092261904762,hold,0.0
272.0,18.0,70.0,56.1,54.720416666666665,48.511517857142856,hold,0.0
272.0,19.0,70.0,59.24,54.65958333333333,48.53467261904762,hold,0.0
272.0,20.0,70.0,66.06,54.66583333333333,48.57532738095239,buy,-0.24
272.0,21.0,80.0,65.3,54.75416666666666,48.60809523809524,buy,-0.22
272.0,22.0,90.0,53.19,54.78458333333333,48.62139880952381,buy,0.0
272.0,23.0,100.0,51.48,54.84416666666667,48.62785714285714,buy,0.04
272.0,24.0,110.0,47.22,54.92958333333333,48.64764880952381,buy,0.12
273.0,1.0,0.0,41.71,54.83375000000001,48.65574404761905,buy,0.42
273.0,2.0,10.0,38.89,54.753750000000004,48.660089285714285,buy,2.47
273.0,3.0,20.0,37.86,54.74083333333334,48.68351190476191,buy,2.49
273.0,4.0,30.0,37.47,54.8025,48.73011904761905,buy,2.5
273.0,5.0,40.0,37.11,54.82208333333333,48.76318452380953,buy,2.51
273.0,6.0,50.0,39.32,54.78791666666667,48.76056547619047,buy,2.46
273.0,7.0,60.0,47.25,54.70583333333334,48.75952380952381,buy,0.32
273.0,8.0,70.0,61.79,54.65541666666667,48.785833333333336,hold,0.0
273.0,9.0,70.0,66.0,54.69708333333333,48.81857142857143,hold,0.0
273.0,10.0,70.0,66.02,54.66875000000001,48.85294642857143,hold,0.0
273.0,11.0,70.0,64.7,54.61041666666667,48.87738095238095,hold,0.0
273.0,12.0,70.0,66.5,54.53125,48.903571428571425,hold,0.0
273.0,13.0,70.0,63.5,54.41416666666667,48.92407738095238,hold,0.0
273.0,14.0,70.0,61.96,54.32708333333333,48.945029761904756,hold,0.0
273.0,15.0,70.0,59.05,54.20875,48.95693452380952,hold,0.0
273.0,16.0,70.0,57.56,54.23208333333334,48.966458333333335,hold,0.0
273.0,17.0,70.0,56.35,54.23458333333334,48.97633928571428,hold,0.0
273.0,18.0,70.0,56.41,54.2475,48.98982142857143,hold,0.0
273.0,19.0,70.0,62.01,54.36291666666667,49.01550595238095,hold,0.0
273.0,20.0,70.0,67.9,54.43958333333333,49.05354166666666,buy,-0.27
273.0,21.0,80.0,65.0,54.427083333333336,49.078065476190474,buy,-0.22
273.0,22.0,90.0,53.58,54.443333333333335,49.08544642857142,buy,-0.01
273.0,23.0,100.0,49.83,54.374583333333334,49.08425595238094,buy,0.06
273.0,24.0,110.0,46.41,54.34083333333333,49.09104166666667,buy,0.13
274.0,1.0,0.0,43.66,54.42208333333334,49.08976190476191,buy,0.38
274.0,2.0,10.0,42.0,54.55166666666667,49.093809523809526,buy,0.41
274.0,3.0,20.0,39.29,54.611250000000005,49.10357142857143,buy,2.46
274.0,4.0,30.0,36.37,54.56541666666667,49.11922619047618,buy,2.52
274.0,5.0,40.0,37.35,54.57541666666666,49.129196428571426,buy,2.5
274.0,6.0,50.0,41.13,54.65083333333333,49.13029761904762,buy,0.43
274.0,7.0,60.0,50.86,54.80125,49.14333333333333,buy,0.25
274.0,8.0,70.0,68.9,55.097500000000004,49.18547619047619,hold,0.0
274.0,9.0,70.0,73.03,55.39041666666666,49.229880952380945,hold,0.0
274.0,10.0,70.0,73.0,55.68125,49.27729166666666,hold,0.0
274.0,11.0,70.0,72.0,55.98541666666667,49.31747023809523,hold,0.0
274.0,12.0,70.0,71.41,56.19,49.355,hold,0.0
274.0,13.0,70.0,67.31,56.348749999999995,49.391755952380954,hold,0.0
274.0,14.0,70.0,62.03,56.35166666666667,49.418541666666655,hold,0.0
274.0,15.0,70.0,58.0,56.307916666666664,49.43297619047619,hold,0.0
274.0,16.0,70.0,53.19,56.12583333333333,49.443779761904764,buy,0.03
274.0,17.0,80.0,49.32,55.83291666666668,49.444255952380956,hold,0.0
274.0,18.0,80.0,49.95,55.56375,49.444464285714275,buy,0.08
274.0,19.0,90.0,55.85,55.30708333333333,49.45711309523809,hold,0.0
274.0,20.0,90.0,64.07,55.1475,49.48997023809523,hold,0.0
274.0,21.0,90.0,61.9,55.01833333333334,49.509583333333325,hold,0.0
274.0,22.0,90.0,49.14,54.833333333333336,49.50497023809523,buy,0.08
274.0,23.0,100.0,44.0,54.59041666666666,49.49083333333333,buy,0.18
274.0,24.0,110.0,42.52,54.42833333333334,49.48520833333333,buy,0.2
275.0,1.0,0.0,45.0,54.484166666666674,49.489494047619054,buy,0.36
275.0,2.0,10.0,40.22,54.410000000000004,49.48684523809524,buy,0.45
275.0,3.0,20.0,37.59,54.339166666666664,49.48127976190476,buy,2.49
275.0,4.0,30.0,36.21,54.3325,49.4935119047619,buy,2.52
275.0,5.0,40.0,35.26,54.24541666666667,49.511517857142856,buy,2.54
275.0,6.0,50.0,37.0,54.07333333333333,49.52720238095238,buy,2.5
275.0,7.0,60.0,37.6,53.520833333333336,49.520208333333336,buy,2.49
275.0,8.0,70.0,41.07,52.361250000000005,49.517113095238095,buy,0.41
275.0,9.0,80.0,45.0,51.19333333333333,49.520119047619055,buy,0.12
275.0,10.0,90.0,48.99,50.19291666666667,49.51806547619047,buy,0.02
275.0,11.0,100.0,49.37,49.25,49.51654761904762,buy,-0.0
275.0,12.0,110.0,49.75,48.347500000000004,49.51285714285714,hold,0.0
275.0,13.0,110.0,50.55,47.649166666666666,49.505208333333336,hold,0.0
275.0,14.0,110.0,48.78,47.09708333333333,49.50532738095238,buy,-0.03
275.0,15.0,120.0,47.0,46.638749999999995,49.50619047619048,sell,-0.34
275.0,16.0,110.0,45.6,46.3225,49.51761904761904,buy,0.03
275.0,17.0,120.0,44.86,46.13666666666666,49.52791666666667,sell,-0.36
275.0,18.0,110.0,47.01,46.014166666666675,49.54068452380952,buy,-0.01
275.0,19.0,120.0,50.0,45.77041666666667,49.54705357142858,sell,-0.28
275.0,20.0,110.0,53.6,45.33416666666667,49.55449404761904,hold,0.0
275.0,21.0,110.0,51.22,44.88916666666666,49.54380952380953,hold,0.0
275.0,22.0,110.0,46.02,44.759166666666665,49.53553571428571,buy,-0.01
275.0,23.0,120.0,46.4,44.859166666666674,49.528303571428566,hold,0.0
275.0,24.0,120.0,43.89,44.91625000000001,49.525000000000006,hold,0.0
276.0,1.0,0.0,38.0,44.624583333333334,49.50169642857143,buy,0.37
276.0,2.0,10.0,36.75,44.48,49.47922619047619,buy,0.39
276.0,3.0,20.0,35.5,44.39291666666667,49.45839285714285,buy,0.42
276.0,4.0,30.0,31.5,44.19666666666668,49.45467261904761,buy,2.5
276.0,5.0,40.0,28.05,43.89625,49.46565476190476,buy,2.58
276.0,6.0,50.0,27.77,43.51166666666668,49.46497023809523,buy,2.58
276.0,7.0,60.0,29.04,43.154999999999994,49.4583630952381,buy,2.54
276.0,8.0,70.0,28.56,42.63375,49.457113095238086,buy,2.55
276.0,9.0,80.0,36.16,42.26541666666666,49.45014880952381,buy,0.17
276.0,10.0,90.0,40.4,41.9075,49.43842261904762,buy,0.07
276.0,11.0,100.0,45.99,41.766666666666666,49.43931547619048,buy,-0.07
276.0,12.0,110.0,47.5,41.67291666666667,49.43988095238095,buy,-0.1
276.0,13.0,120.0,47.26,41.53583333333333,49.43178571428571,sell,-0.27
276.0,14.0,110.0,41.56,41.23500000000001,49.425267857142856,buy,0.03
276.0,15.0,120.0,39.24,40.91166666666667,49.42181547619049,hold,0.0
276.0,16.0,120.0,36.74,40.5425,49.42669642857144,sell,-0.42
276.0,17.0,110.0,36.0,40.17333333333333,49.429910714285704,buy,0.14
276.0,18.0,120.0,38.75,39.82916666666667,49.423363095238095,sell,-0.38
276.0,19.0,110.0,44.05,39.581250000000004,49.415,buy,-0.07
276.0,20.0,120.0,52.0,39.514583333333334,49.4114880952381,sell,-0.16
276.0,21.0,110.0,51.0,39.50541666666667,49.396904761904764,hold,0.0
276.0,22.0,110.0,46.0,39.504583333333336,49.37904761904762,buy,-0.12
276.0,23.0,120.0,46.63,39.51416666666666,49.371696428571425,hold,0.0
276.0,24.0,120.0,41.83,39.428333333333335,49.36375,hold,0.0
277.0,1.0,0.0,36.5,39.365833333333335,49.35928571428572,buy,0.31
277.0,2.0,10.0,33.4,39.22625,49.35473214285715,buy,0.38
277.0,3.0,20.0,27.86,38.907916666666665,49.34592261904762,buy,2.51
277.0,4.0,30.0,27.35,38.735,49.34657738095238,buy,2.52
277.0,5.0,40.0,29.5,38.79541666666666,49.350089285714276,buy,2.47
277.0,6.0,50.0,36.71,39.16791666666666,49.34922619047619,buy,0.3
277.0,7.0,60.0,47.88,39.95291666666667,49.354821428571434,buy,0.05
277.0,8.0,70.0,58.53,41.20166666666667,49.3678869047619,hold,0.0
277.0,9.0,70.0,60.55,42.21791666666666,49.3766369047619,hold,0.0
277.0,10.0,70.0,61.2,43.084583333333335,49.389136904761905,hold,0.0
277.0,11.0,70.0,60.18,43.67583333333334,49.39410714285714,hold,0.0
277.0,12.0,70.0,62.6,44.30500000000001,49.40386904761905,hold,0.0
277.0,13.0,70.0,62.23,44.92875,49.418452380952374,hold,0.0
277.0,14.0,70.0,61.2,45.74708333333333,49.43630952380953,hold,0.0
277.0,15.0,70.0,58.92,46.567083333333336,49.451011904761906,hold,0.0
277.0,16.0,70.0,55.14,47.33375,49.460327380952386,hold,0.0
277.0,17.0,70.0,53.29,48.054166666666674,49.46267857142857,hold,0.0
277.0,18.0,70.0,53.88,48.68458333333333,49.46827380952381,hold,0.0
277.0,19.0,70.0,58.3,49.27833333333333,49.47958333333333,hold,0.0
277.0,20.0,70.0,63.52,49.758333333333326,49.49258928571429,buy,-0.28
277.0,21.0,80.0,58.37,50.065416666666664,49.4877380952381,buy,-0.17
277.0,22.0,90.0,51.6,50.298750000000005,49.49101190476191,buy,-0.03
277.0,23.0,100.0,50.0,50.439166666666665,49.49122023809524,buy,0.0
277.0,24.0,110.0,46.9,50.650416666666665,49.497351190476195,buy,0.07
278.0,1.0,0.0,38.0,50.712916666666665,49.500327380952385,hold,0.0
278.0,2.0,0.0,35.01,50.779999999999994,49.496696428571425,buy,2.51
278.0,3.0,10.0,33.01,50.99458333333333,49.50416666666667,buy,2.55
278.0,4.0,20.0,30.75,51.13625,49.51458333333333,buy,2.59
278.0,5.0,30.0,32.02,51.24125,49.524345238095236,buy,2.57
278.0,6.0,40.0,36.45,51.23041666666666,49.53377976190476,buy,2.48
278.0,7.0,50.0,47.61,51.219166666666666,49.53315476190476,buy,0.26
278.0,8.0,60.0,58.67,51.225,49.542351190476175,hold,0.0
278.0,9.0,60.0,59.07,51.16333333333333,49.55092261904762,hold,0.0
278.0,10.0,60.0,58.67,51.057916666666664,49.55827380952381,hold,0.0
278.0,11.0,60.0,57.53,50.94749999999999,49.55833333333333,hold,0.0
278.0,12.0,60.0,59.0,50.79749999999999,49.56071428571429,hold,0.0
278.0,13.0,60.0,59.96,50.70291666666666,49.56842261904761,hold,0.0
278.0,14.0,60.0,60.27,50.66416666666667,49.583214285714284,hold,0.0
278.0,15.0,60.0,59.71,50.69708333333333,49.59744047619047,hold,0.0
278.0,16.0,60.0,55.5,50.71208333333333,49.60488095238096,hold,0.0
278.0,17.0,60.0,54.96,50.781666666666666,49.6197619047619,hold,0.0
278.0,18.0,60.0,53.02,50.74583333333334,49.62428571428571,hold,0.0
278.0,19.0,60.0,57.55,50.71458333333334,49.63699404761904,buy,-0.14
278.0,20.0,70.0,64.96,50.77458333333333,49.660625,buy,-0.29
278.0,21.0,80.0,60.0,50.8425,49.66166666666667,buy,-0.19
278.0,22.0,90.0,50.77,50.807916666666664,49.658005952380954,buy,-0.0
278.0,23.0,100.0,48.41,50.741666666666674,49.655654761904756,buy,0.04
278.0,24.0,110.0,45.07,50.665416666666665,49.65306547619048,buy,0.11
279.0,1.0,0.0,43.39,50.89000000000001,49.66020833333333,buy,0.34
279.0,2.0,10.0,41.01,51.14000000000001,49.66708333333333,buy,0.39
279.0,3.0,20.0,38.08,51.35125,49.67627976190476,buy,2.45
279.0,4.0,30.0,35.08,51.531666666666666,49.690892857142856,buy,2.51
279.0,5.0,40.0,35.14,51.66166666666667,49.70776785714286,buy,2.51
279.0,6.0,50.0,39.0,51.76791666666667,49.71339285714285,buy,0.44
279.0,7.0,60.0,46.73,51.731249999999996,49.709880952380956,buy,0.29
279.0,8.0,70.0,57.02,51.6625,49.71413690476191,hold,0.0
279.0,9.0,70.0,61.0,51.742916666666666,49.71999999999999,hold,0.0
279.0,10.0,70.0,60.62,51.82416666666668,49.726309523809526,hold,0.0
279.0,11.0,70.0,60.82,51.96125,49.73154761904762,hold,0.0
279.0,12.0,70.0,62.07,52.089166666666664,49.735238095238095,hold,0.0
279.0,13.0,70.0,61.63,52.15875,49.74440476190477,hold,0.0
279.0,14.0,70.0,59.99,52.147083333333335,49.75178571428571,hold,0.0
279.0,15.0,70.0,60.48,52.17916666666667,49.76363095238096,hold,0.0
279.0,16.0,70.0,56.63,52.22624999999999,49.77383928571429,hold,0.0
279.0,17.0,70.0,56.04,52.27125,49.78116071428572,hold,0.0
279.0,18.0,70.0,56.51,52.416666666666664,49.78565476190476,hold,0.0
279.0,19.0,70.0,59.27,52.48833333333334,49.791220238095235,hold,0.0
279.0,20.0,70.0,68.02,52.61583333333334,49.813125,buy,-0.31
279.0,21.0,80.0,61.1,52.66166666666667,49.805625000000006,buy,-0.17
279.0,22.0,90.0,52.22,52.72208333333333,49.795416666666675,buy,-0.0
279.0,23.0,100.0,49.54,52.76916666666667,49.79136904761904,buy,0.05
279.0,24.0,110.0,47.27,52.86083333333334,49.79872023809524,buy,0.09
280.0,1.0,0.0,44.34,52.90041666666667,49.812232142857155,buy,0.35
280.0,2.0,10.0,42.62,52.9675,49.825476190476195,buy,0.39
280.0,3.0,20.0,38.09,52.96791666666667,49.830625,buy,2.47
280.0,4.0,30.0,35.99,53.00583333333333,49.83648809523809,buy,2.51
280.0,5.0,40.0,36.06,53.04416666666666,49.83598214285714,buy,2.51
280.0,6.0,50.0,39.57,53.06791666666667,49.84154761904762,buy,0.44
280.0,7.0,60.0,49.49,53.182916666666664,49.851339285714296,buy,0.26
280.0,8.0,70.0,62.5,53.411249999999995,49.8766369047619,hold,0.0
280.0,9.0,70.0,61.58,53.43541666666666,49.878363095238086,hold,0.0
280.0,10.0,70.0,61.36,53.46625,49.88330357142858,hold,0.0
280.0,11.0,70.0,61.18,53.48125000000001,49.89074404761905,hold,0.0
280.0,12.0,70.0,62.54,53.50083333333333,49.90127976190477,hold,0.0
280.0,13.0,70.0,62.59,53.54083333333333,49.91708333333333,hold,0.0
280.0,14.0,70.0,59.21,53.508333333333326,49.92366071428571,hold,0.0
280.0,15.0,70.0,57.81,53.39708333333334,49.92723214285714,hold,0.0
280.0,16.0,70.0,54.8,53.320833333333326,49.93124999999999,hold,0.0
280.0,17.0,70.0,53.46,53.21333333333333,49.92800595238094,hold,0.0
280.0,18.0,70.0,54.0,53.10875000000001,49.92175595238095,hold,0.0
280.0,19.0,70.0,60.18,53.14666666666667,49.92973214285714,hold,0.0
280.0,20.0,70.0,69.33,53.201249999999995,49.95499999999999,buy,-0.32
280.0,21.0,80.0,64.62,53.34791666666666,49.9745238095238,buy,-0.23
280.0,22.0,90.0,51.56,53.32041666666667,49.9861011904762,buy,0.02
280.0,23.0,100.0,49.49,53.31833333333333,49.99752976190476,buy,0.06
280.0,24.0,110.0,45.01,53.22416666666667,50.00919642857143,buy,0.14
281.0,1.0,0.0,43.4,53.185,50.018125,buy,0.37
281.0,2.0,10.0,38.47,53.01208333333333,50.0197619047619,buy,2.47
281.0,3.0,20.0,36.14,52.93083333333333,50.021071428571425,buy,2.51
281.0,4.0,30.0,32.81,52.79833333333334,50.02348214285714,buy,2.57
281.0,5.0,40.0,33.36,52.685833333333335,50.041875,buy,2.56
281.0,6.0,50.0,38.24,52.63041666666667,50.053154761904764,buy,2.47
281.0,7.0,60.0,46.04,52.48666666666666,50.056250000000006,buy,0.31
281.0,8.0,70.0,57.72,52.2875,50.06419642857143,hold,0.0
281.0,9.0,70.0,61.32,52.276666666666664,50.07342261904761,hold,0.0
281.0,10.0,70.0,63.2,52.35333333333333,50.08428571428571,hold,0.0
281.0,11.0,70.0,62.4,52.40416666666667,50.09011904761904,hold,0.0
281.0,12.0,70.0,61.95,52.379583333333336,50.09315476190477,hold,0.0
281.0,13.0,70.0,59.7,52.259166666666665,50.09559523809524,hold,0.0
281.0,14.0,70.0,57.31,52.18000000000001,50.097023809523805,hold,0.0
281.0,15.0,70.0,53.7,52.00875,50.09220238095238,hold,0.0
281.0,16.0,70.0,48.41,51.74250000000001,50.081369047619056,buy,0.06
281.0,17.0,80.0,48.77,51.54708333333334,50.07842261904763,hold,0.0
281.0,18.0,80.0,48.59,51.321666666666665,50.07324404761905,hold,0.0
281.0,19.0,80.0,54.65,51.09125,50.0833630952381,hold,0.0
281.0,20.0,80.0,61.23,50.753750000000004,50.096785714285716,hold,0.0
281.0,21.0,80.0,57.39,50.45250000000001,50.098125,buy,-0.14
281.0,22.0,90.0,47.93,50.30125,50.09208333333333,buy,0.05
281.0,23.0,100.0,47.99,50.23875,50.09125,buy,0.04
281.0,24.0,110.0,47.1,50.32583333333334,50.09452380952381,buy,0.06
282.0,1.0,0.0,46.1,50.43833333333333,50.10092261904763,buy,0.28
282.0,2.0,10.0,42.76,50.61708333333333,50.107857142857135,buy,0.35
282.0,3.0,20.0,39.9,50.77375000000001,50.11717261904763,buy,0.41
282.0,4.0,30.0,36.5,50.92750000000001,50.13056547619048,buy,2.48
282.0,5.0,40.0,35.59,51.02041666666667,50.14642857142857,buy,2.5
282.0,6.0,50.0,35.9,50.92291666666667,50.15559523809524,buy,2.49
282.0,7.0,60.0,37.86,50.58208333333334,50.15550595238095,buy,2.45
282.0,8.0,70.0,42.25,49.9375,50.15660714285714,buy,0.35
282.0,9.0,80.0,44.23,49.22541666666667,50.14767857142857,buy,0.1
282.0,10.0,90.0,47.63,48.576666666666675,50.135446428571434,buy,0.03
282.0,11.0,100.0,49.55,48.04125000000001,50.13014880952382,buy,-0.02
282.0,12.0,110.0,50.1,47.54750000000001,50.12851190476191,buy,-0.04
282.0,13.0,120.0,49.55,47.12458333333334,50.12404761904762,sell,-0.31
282.0,14.0,110.0,47.96,46.73499999999999,50.12690476190476,buy,-0.01
282.0,15.0,120.0,46.0,46.41416666666667,50.13223214285714,hold,0.0
282.0,16.0,120.0,43.19,46.196666666666665,50.13589285714287,hold,0.0
282.0,17.0,120.0,43.41,45.973333333333336,50.13979166666667,sell,-0.38
282.0,18.0,110.0,44.62,45.807916666666664,50.13788690476191,hold,0.0
282.0,19.0,110.0,47.41,45.50625,50.131994047619045,buy,-0.02
282.0,20.0,120.0,53.27,45.17458333333334,50.13276785714286,sell,-0.23
282.0,21.0,110.0,51.89,44.94541666666667,50.125297619047615,hold,0.0
282.0,22.0,110.0,47.36,44.92166666666666,50.116875,buy,-0.03
282.0,23.0,120.0,47.94,44.91958333333333,50.112738095238086,hold,0.0
282.0,24.0,120.0,46.0,44.87375,50.10934523809523,hold,0.0
283.0,1.0,0.0,39.25,44.58833333333333,50.10113095238095,buy,0.34
283.0,2.0,10.0,37.35,44.36291666666667,50.092291666666675,buy,0.38
283.0,3.0,20.0,34.5,44.13791666666666,50.084880952380956,buy,0.44
283.0,4.0,30.0,32.75,43.98166666666666,50.08345238095238,buy,2.47
283.0,5.0,40.0,28.58,43.689583333333324,50.07642857142857,buy,2.56
283.0,6.0,50.0,29.15,43.40833333333333,50.068898809523816,buy,2.55
283.0,7.0,60.0,33.5,43.22666666666666,50.072500000000005,buy,0.45
283.0,8.0,70.0,33.66,42.86875,50.07574404761904,buy,0.44
283.0,9.0,80.0,34.86,42.47833333333333,50.07145833333334,buy,0.2
283.0,10.0,90.0,38.22,42.08625,50.05723214285714,buy,0.12
283.0,11.0,100.0,41.59,41.75458333333333,50.03806547619048,buy,0.04
283.0,12.0,110.0,42.17,41.424166666666665,50.00880952380952,buy,0.02
283.0,13.0,120.0,46.39,41.2925,49.99238095238095,sell,-0.28
283.0,14.0,110.0,41.99,41.043749999999996,49.98342261904762,buy,0.01
283.0,15.0,120.0,39.5,40.77291666666667,49.97895833333333,hold,0.0
283.0,16.0,120.0,37.99,40.55625,49.97830357142857,hold,0.0
283.0,17.0,120.0,34.09,40.16791666666666,49.969315476190474,sell,-0.46
283.0,18.0,110.0,34.87,39.76166666666666,49.952827380952385,buy,0.16
283.0,19.0,120.0,39.48,39.43125,49.92863095238094,sell,-0.36
283.0,20.0,110.0,53.02,39.420833333333334,49.91544642857142,hold,0.0
283.0,21.0,110.0,51.67,39.41166666666667,49.890654761904756,hold,0.0
283.0,22.0,110.0,47.0,39.39666666666667,49.868005952380955,buy,-0.14
283.0,23.0,120.0,47.99,39.39875,49.850029761904764,hold,0.0
283.0,24.0,120.0,44.28,39.327083333333334,49.836279761904756,hold,0.0
284.0,1.0,0.0,34.08,39.11166666666667,49.806785714285716,buy,0.37
284.0,2.0,10.0,31.57,38.87083333333333,49.77571428571429,buy,0.42
284.0,3.0,20.0,26.24,38.526666666666664,49.74568452380953,buy,2.55
284.0,4.0,30.0,22.14,38.084583333333335,49.72122023809524,buy,2.65
284.0,5.0,40.0,12.6,37.418749999999996,49.66940476190476,buy,2.88
284.0,6.0,50.0,21.5,37.1,49.62122023809523,buy,2.65
284.0,7.0,60.0,41.13,37.41791666666666,49.58505952380953,buy,0.15
284.0,8.0,70.0,58.03,38.43333333333334,49.575922619047624,hold,0.0
284.0,9.0,70.0,59.15,39.44541666666667,49.56339285714286,hold,0.0
284.0,10.0,70.0,61.34,40.40875,49.55696428571429,hold,0.0
284.0,11.0,70.0,61.4,41.23416666666667,49.55166666666667,hold,0.0
284.0,12.0,70.0,62.92,42.09875,49.54785714285715,hold,0.0
284.0,13.0,70.0,59.91,42.662083333333335,49.53758928571429,hold,0.0
284.0,14.0,70.0,58.86,43.365,49.525565476190486,hold,0.0
284.0,15.0,70.0,56.72,44.0825,49.51282738095237,hold,0.0
284.0,16.0,70.0,53.14,44.71375,49.503750000000004,hold,0.0
284.0,17.0,70.0,50.91,45.414583333333326,49.49458333333333,hold,0.0
284.0,18.0,70.0,50.09,46.048750000000005,49.484315476190474,hold,0.0
284.0,19.0,70.0,56.89,46.774166666666666,49.48434523809523,hold,0.0
284.0,20.0,70.0,67.76,47.38833333333333,49.497916666666676,buy,-0.42
284.0,21.0,80.0,60.11,47.74,49.48931547619048,buy,-0.25
284.0,22.0,90.0,52.88,47.98499999999999,49.48386904761905,buy,-0.1
284.0,23.0,100.0,47.75,47.974999999999994,49.46440476190477,buy,0.01
284.0,24.0,110.0,46.15,48.05291666666667,49.446726190476184,buy,0.05
285.0,1.0,0.0,46.0,48.54958333333334,49.45315476190477,buy,0.26
285.0,2.0,10.0,42.7,49.01333333333333,49.458214285714284,buy,0.33
285.0,3.0,20.0,41.0,49.62833333333333,49.464761904761914,buy,0.37
285.0,4.0,30.0,39.72,50.360833333333325,49.47583333333333,buy,0.41
285.0,5.0,40.0,41.07,51.54708333333334,49.48797619047619,buy,0.4
285.0,6.0,50.0,43.36,52.45791666666667,49.49348214285713,buy,0.36
285.0,7.0,60.0,55.21,53.04458333333333,49.50904761904762,hold,0.0
285.0,8.0,60.0,64.96,53.333333333333336,49.515029761904756,hold,0.0
285.0,9.0,60.0,69.01,53.74416666666667,49.529761904761905,hold,0.0
285.0,10.0,60.0,69.15,54.069583333333334,49.542857142857144,hold,0.0
285.0,11.0,60.0,68.42,54.36208333333334,49.55761904761905,hold,0.0
285.0,12.0,60.0,68.53,54.59583333333334,49.568124999999995,hold,0.0
285.0,13.0,60.0,67.0,54.89125000000001,49.58002976190476,hold,0.0
285.0,14.0,60.0,66.0,55.18875,49.59491071428571,hold,0.0
285.0,15.0,60.0,66.0,55.575416666666676,49.61068452380952,hold,0.0
285.0,16.0,60.0,61.19,55.910833333333336,49.62392857142857,hold,0.0
