day,hour,storage,price,daily_avg,weekly_avg,action,reward
1.0,1.0,0.0,13.2,30.1,30.1,buy,2.76
1.0,2.0,10.0,13.14,24.44666666666667,24.44666666666667,buy,2.66
1.0,3.0,20.0,11.83,21.2925,21.2925,buy,2.64
1.0,4.0,30.0,9.49,18.932,18.932,buy,2.7
1.0,5.0,40.0,8.63,17.215,17.215,buy,2.7
1.0,6.0,50.0,7.12,15.772857142857143,15.772857142857143,buy,2.75
1.0,7.0,60.0,4.06,14.30875,14.30875,buy,2.92
1.0,8.0,70.0,1.0,14.30875,14.30875,buy,3.13
1.0,9.0,80.0,8.4,13.652222222222223,13.652222222222223,buy,2.38
1.0,10.0,90.0,9.11,13.198000000000002,13.198000000000002,buy,2.31
1.0,11.0,100.0,10.18,12.923636363636366,12.923636363636366,buy,0.21
1.0,12.0,110.0,13.56,12.976666666666668,12.976666666666668,hold,0.0
1.0,13.0,110.0,18.02,13.364615384615387,13.364615384615387,hold,0.0
1.0,14.0,110.0,15.02,13.482857142857146,13.482857142857146,hold,0.0
1.0,15.0,110.0,12.58,13.42266666666667,13.42266666666667,buy,0.06
1.0,16.0,120.0,10.18,13.219999999999999,13.219999999999999,hold,0.0
1.0,17.0,120.0,9.81,13.01941176470588,13.01941176470588,sell,-0.5
1.0,18.0,110.0,18.79,13.339999999999998,13.339999999999998,hold,0.0
1.0,19.0,110.0,22.7,13.832631578947368,13.832631578947368,hold,0.0
1.0,20.0,110.0,30.06,13.832631578947368,13.832631578947368,buy,-1.0
1.0,21.0,120.0,27.3,14.506,14.506,sell,5.25
1.0,22.0,110.0,23.93,14.954761904761906,14.954761904761906,hold,0.0
1.0,23.0,110.0,33.49,14.954761904761906,14.954761904761906,buy,-1.0
1.0,24.0,120.0,31.06,14.954761904761906,14.954761904761906,hold,0.0
2.0,1.0,0.0,23.0,15.320454545454545,15.320454545454545,hold,0.0
2.0,2.0,0.0,17.45,15.41304347826087,15.41304347826087,buy,0.07
2.0,3.0,10.0,19.12,15.5675,15.5675,hold,0.0
2.0,4.0,10.0,12.76,14.140833333333333,15.4552,buy,0.31
2.0,5.0,20.0,10.19,14.015416666666667,15.252692307692307,buy,2.48
2.0,6.0,30.0,11.99,13.967500000000001,15.131851851851852,buy,0.35
2.0,7.0,40.0,15.65,14.126666666666665,15.150357142857143,hold,0.0
2.0,8.0,40.0,23.5,14.710416666666667,15.438275862068965,sell,0.05
2.0,9.0,30.0,28.9,15.555,15.886999999999999,hold,0.0
2.0,10.0,30.0,37.12,15.555,15.886999999999999,sell,5.33
2.0,11.0,20.0,41.82,15.555,15.886999999999999,sell,5.33
2.0,12.0,10.0,44.69,15.555,15.886999999999999,hold,0.0
2.0,13.0,10.0,47.0,15.555,15.886999999999999,hold,0.0
2.0,14.0,10.0,41.15,15.555,15.886999999999999,buy,-1.0
2.0,15.0,20.0,39.25,15.555,15.886999999999999,buy,-1.0
2.0,16.0,30.0,34.95,15.555,15.886999999999999,buy,-1.0
2.0,17.0,40.0,37.26,15.555,15.886999999999999,buy,-1.0
2.0,18.0,50.0,46.84,15.555,15.886999999999999,buy,-1.0
2.0,19.0,60.0,56.49,15.555,15.886999999999999,buy,-1.0
2.0,20.0,70.0,56.05,15.555,15.886999999999999,buy,-1.0
2.0,21.0,80.0,45.5,15.555,15.886999999999999,buy,-1.0
2.0,22.0,90.0,39.32,15.555,15.886999999999999,buy,-1.0
2.0,23.0,100.0,43.0,15.555,15.886999999999999,buy,-1.0
2.0,24.0,110.0,41.07,15.555,15.886999999999999,buy,-1.0
3.0,1.0,0.0,39.44,15.555,15.886999999999999,buy,-0.8
3.0,2.0,10.0,31.98,15.555,15.886999999999999,sell,5.33
3.0,3.0,0.0,30.0,16.508333333333333,16.342258064516127,hold,0.0
3.0,4.0,0.0,27.07,17.467083333333335,16.677500000000002,hold,0.0
3.0,5.0,0.0,19.18,17.91625,16.753333333333334,buy,0.11
3.0,6.0,10.0,17.51,18.26625,16.77558823529412,buy,0.22
3.0,7.0,20.0,17.03,18.551666666666666,16.782857142857143,buy,0.26
3.0,8.0,30.0,21.0,18.861666666666668,16.9,hold,0.0
3.0,9.0,30.0,28.23,19.28708333333333,17.206216216216216,hold,0.0
3.0,10.0,30.0,35.01,20.12,17.67473684210526,hold,0.0
3.0,11.0,30.0,40.0,21.2625,18.247179487179487,buy,-0.94
3.0,12.0,40.0,44.18,21.2625,18.247179487179487,sell,5.33
3.0,13.0,30.0,47.21,21.2625,18.247179487179487,sell,5.33
3.0,14.0,20.0,41.55,22.56958333333333,18.82975,buy,-0.91
3.0,15.0,30.0,36.54,23.683333333333334,19.26170731707317,hold,0.0
3.0,16.0,30.0,33.2,24.283749999999998,19.59357142857143,buy,-0.43
3.0,17.0,40.0,26.53,24.44333333333333,19.754883720930234,buy,-0.14
3.0,18.0,50.0,44.6,25.16416666666667,20.319545454545455,buy,-0.86
3.0,19.0,60.0,56.85,25.16416666666667,20.319545454545455,buy,-1.0
3.0,20.0,70.0,57.75,25.16416666666667,20.319545454545455,buy,-1.0
3.0,21.0,80.0,49.66,26.236250000000002,20.971555555555558,buy,-0.99
3.0,22.0,90.0,39.67,26.93083333333333,21.37804347826087,buy,-0.55
3.0,23.0,100.0,43.55,28.01833333333333,21.849787234042555,buy,-0.64
3.0,24.0,110.0,39.34,28.860833333333336,22.214166666666667,buy,-0.44
4.0,1.0,0.0,37.15,29.877083333333335,22.518979591836736,hold,0.0
4.0,2.0,0.0,33.47,30.84708333333333,22.738000000000003,hold,0.0
4.0,3.0,0.0,28.0,31.514166666666668,22.841176470588238,buy,0.24
4.0,4.0,10.0,21.29,31.749166666666667,22.811346153846156,buy,2.48
4.0,5.0,20.0,16.92,31.475000000000005,22.700188679245286,buy,2.62
4.0,6.0,30.0,28.0,31.4375,22.798333333333336,buy,0.24
4.0,7.0,40.0,36.43,31.705416666666668,23.04618181818182,hold,0.0
4.0,8.0,40.0,59.47,33.055416666666666,23.69660714285714,sell,5.29
4.0,9.0,30.0,59.73,34.745,24.32877192982456,buy,-0.87
4.0,10.0,40.0,62.1,36.602916666666665,24.979999999999993,buy,-0.85
4.0,11.0,50.0,62.74,38.5075,25.619999999999994,buy,-0.79
4.0,12.0,60.0,62.65,40.242916666666666,26.237166666666663,buy,-0.72
4.0,13.0,70.0,62.51,41.67124999999999,26.831803278688522,buy,-0.67
4.0,14.0,80.0,59.92,42.70916666666667,27.36548387096774,sell,0.04
4.0,15.0,70.0,56.0,43.37583333333333,27.819999999999997,sell,-0.04
4.0,16.0,60.0,49.67,43.71416666666667,28.16140625,hold,0.0
4.0,17.0,60.0,54.4,44.458333333333336,28.565076923076923,hold,0.0
4.0,18.0,60.0,71.11,46.03791666666667,29.209696969696967,hold,0.0
4.0,19.0,60.0,78.77,48.21458333333334,29.949402985074624,buy,-0.83
4.0,20.0,70.0,64.46,49.042083333333345,30.45691176470588,buy,-0.47
4.0,21.0,80.0,50.73,49.086666666666666,30.750724637681156,buy,-0.16
4.0,22.0,90.0,43.9,49.26291666666666,30.938571428571425,buy,0.0
4.0,23.0,100.0,46.58,49.38916666666666,31.158873239436616,buy,-0.05
4.0,24.0,110.0,43.38,49.557500000000005,31.32861111111111,buy,0.02
5.0,1.0,0.0,37.9,49.588750000000005,31.4186301369863,buy,0.35
5.0,2.0,10.0,38.11,49.78208333333333,31.509054054054054,buy,0.35
5.0,3.0,20.0,29.99,49.86499999999999,31.488799999999998,buy,2.53
5.0,4.0,30.0,28.91,50.182500000000005,31.454868421052627,buy,2.56
5.0,5.0,40.0,27.0,50.6025,31.39701298701298,buy,2.6
5.0,6.0,50.0,29.56,50.6675,31.373461538461534,buy,2.54
5.0,7.0,60.0,40.94,50.85541666666666,31.494556962025314,hold,0.0
5.0,8.0,60.0,55.0,50.66916666666666,31.788375000000002,hold,0.0
5.0,9.0,60.0,55.5,50.492916666666666,32.08111111111111,hold,0.0
5.0,10.0,60.0,57.1,50.28458333333333,32.386219512195126,hold,0.0
5.0,11.0,60.0,57.0,50.045416666666675,32.682771084337354,hold,0.0
5.0,12.0,60.0,58.0,49.85166666666667,32.98416666666667,hold,0.0
5.0,13.0,60.0,57.0,49.622083333333336,33.266705882352944,hold,0.0
5.0,14.0,60.0,56.17,49.465833333333336,33.53302325581396,hold,0.0
5.0,15.0,60.0,56.28,49.4775,33.794482758620696,hold,0.0
5.0,16.0,60.0,53.54,49.638749999999995,34.01886363636363,hold,0.0
5.0,17.0,60.0,56.19,49.71333333333334,34.26797752808989,hold,0.0
5.0,18.0,60.0,67.2,49.55041666666667,34.63388888888888,hold,0.0
5.0,19.0,60.0,62.0,48.85166666666667,34.934615384615384,buy,-0.37
5.0,20.0,70.0,55.0,48.4575,35.15271739130434,buy,-0.22
5.0,21.0,80.0,49.5,48.40625,35.306989247311826,buy,-0.1
5.0,22.0,90.0,45.88,48.48875,35.41946808510638,buy,-0.02
5.0,23.0,100.0,42.68,48.326249999999995,35.495894736842104,buy,0.05
5.0,24.0,110.0,41.85,48.262499999999996,35.562083333333334,buy,0.07
6.0,1.0,0.0,48.52,48.705000000000005,35.69567010309278,hold,0.0
6.0,2.0,0.0,39.62,48.76791666666666,35.73571428571429,buy,0.33
6.0,3.0,10.0,41.25,49.23708333333334,35.791414141414144,buy,0.3
6.0,4.0,20.0,37.12,49.57916666666667,35.8047,buy,0.39
6.0,5.0,30.0,32.5,49.80833333333334,35.7719801980198,buy,2.5
6.0,6.0,40.0,39.5,50.222500000000004,35.8085294117647,buy,0.35
6.0,7.0,50.0,51.69,50.670416666666675,35.96271844660194,hold,0.0
6.0,8.0,50.0,56.9,50.749583333333334,36.16403846153846,hold,0.0
6.0,9.0,50.0,56.95,50.81,36.361999999999995,hold,0.0
6.0,10.0,50.0,49.75,50.503750000000004,36.48830188679245,hold,0.0
6.0,11.0,50.0,52.31,50.30833333333334,36.63616822429906,hold,0.0
6.0,12.0,50.0,68.16,50.73166666666666,36.92805555555555,hold,0.0
6.0,13.0,50.0,66.19,51.114583333333336,37.196513761467884,hold,0.0
6.0,14.0,50.0,61.24,51.32583333333334,37.41509090909091,hold,0.0
6.0,15.0,50.0,59.7,51.46833333333334,37.615855855855855,hold,0.0
6.0,16.0,50.0,54.63,51.513749999999995,37.76776785714286,hold,0.0
6.0,17.0,50.0,51.0,51.29749999999999,37.884867256637165,buy,-0.06
6.0,18.0,60.0,66.99,51.28875,38.140175438596486,hold,0.0
6.0,19.0,60.0,75.0,51.83041666666667,38.46069565217391,buy,-0.55
6.0,20.0,70.0,56.9,51.90958333333333,38.619655172413786,buy,-0.17
6.0,21.0,80.0,43.56,51.66208333333333,38.66188034188034,buy,0.1
6.0,22.0,90.0,40.5,51.437916666666666,38.67745762711864,buy,0.16
6.0,23.0,100.0,56.36,52.00791666666667,38.82605042016806,buy,-0.16
6.0,24.0,110.0,58.98,52.72166666666667,38.994,buy,-0.2
7.0,1.0,0.0,40.0,52.366666666666674,39.00231404958677,buy,0.38
7.0,2.0,10.0,38.02,52.300000000000004,38.99426229508197,buy,0.42
7.0,3.0,20.0,34.99,52.03916666666667,38.96170731707317,buy,2.48
7.0,4.0,30.0,33.65,51.89458333333334,38.91887096774193,buy,2.51
7.0,5.0,40.0,32.0,51.87375,38.863519999999994,buy,2.54
7.0,6.0,50.0,32.82,51.595416666666665,38.81555555555555,buy,2.52
7.0,7.0,60.0,39.1,51.07083333333333,38.81779527559055,buy,0.39
7.0,8.0,70.0,52.65,50.893750000000004,38.925859375,hold,0.0
7.0,9.0,70.0,59.0,50.979166666666664,39.081472868217055,hold,0.0
7.0,10.0,70.0,62.66,51.517083333333325,39.262846153846155,hold,0.0
7.0,11.0,70.0,61.1,51.88333333333333,39.42954198473282,hold,0.0
7.0,12.0,70.0,62.86,51.6625,39.60704545454545,hold,0.0
7.0,13.0,70.0,63.0,51.529583333333335,39.78293233082706,hold,0.0
7.0,14.0,70.0,70.8,51.92791666666667,40.01440298507463,hold,0.0
7.0,15.0,70.0,66.4,52.20708333333334,40.20985185185185,hold,0.0
7.0,16.0,70.0,55.75,52.253750000000004,40.32411764705882,hold,0.0
7.0,17.0,70.0,60.12,52.63375,40.46861313868613,hold,0.0
7.0,18.0,70.0,77.44,53.06916666666667,40.73652173913043,hold,0.0
7.0,19.0,70.0,70.0,52.86083333333334,40.94705035971223,hold,0.0
7.0,20.0,70.0,59.95,52.98791666666667,41.08278571428571,buy,-0.2
7.0,21.0,80.0,54.0,53.42291666666667,41.17439716312057,buy,-0.07
7.0,22.0,90.0,48.0,53.73541666666667,41.222464788732395,buy,0.05
7.0,23.0,100.0,46.47,53.32333333333333,41.259160839160835,buy,0.08
7.0,24.0,110.0,43.94,52.696666666666665,41.27777777777778,buy,0.12
8.0,1.0,0.0,47.96,53.028333333333336,41.32386206896552,buy,0.24
8.0,2.0,10.0,49.02,53.48666666666666,41.37657534246575,buy,0.23
8.0,3.0,20.0,37.0,53.57041666666667,41.34680272108843,buy,2.47
8.0,4.0,30.0,33.61,53.56875,41.29452702702703,buy,2.54
8.0,5.0,40.0,32.96,53.60875000000001,41.23859060402685,buy,2.55
8.0,6.0,50.0,33.31,53.62916666666666,41.18573333333334,buy,2.54
8.0,7.0,60.0,54.9,54.2875,41.27655629139073,hold,0.0
8.0,8.0,60.0,66.26,54.854583333333345,41.44092105263158,hold,0.0
8.0,9.0,60.0,75.0,55.52125,41.6602614379085,hold,0.0
8.0,10.0,60.0,78.09,56.16416666666667,41.89681818181818,hold,0.0
8.0,11.0,60.0,61.45,56.17875,42.02296774193549,hold,0.0
8.0,12.0,60.0,59.26,56.02875,42.13346153846154,hold,0.0
8.0,13.0,60.0,57.0,55.77875,42.22815286624204,hold,0.0
8.0,14.0,60.0,61.4,55.38708333333333,42.349493670886076,hold,0.0
8.0,15.0,60.0,49.01,54.6625,42.39138364779875,buy,0.05
8.0,16.0,70.0,48.0,54.33958333333334,42.4264375,buy,0.07
8.0,17.0,80.0,49.66,53.90375,42.471366459627326,buy,0.03
8.0,18.0,90.0,63.08,53.305416666666666,42.59858024691358,hold,0.0
8.0,19.0,90.0,55.63,52.70666666666667,42.678527607361964,hold,0.0
8.0,20.0,90.0,47.15,52.17333333333334,42.70579268292683,buy,0.06
8.0,21.0,100.0,41.49,51.65208333333334,42.69842424242424,hold,0.0
8.0,22.0,100.0,34.99,51.10999999999999,42.65198795180723,buy,2.29
8.0,23.0,110.0,36.04,50.67541666666667,42.61239520958083,buy,2.26
8.0,24.0,120.0,54.9,51.132083333333334,42.68553571428571,hold,0.0
9.0,1.0,0.0,30.04,50.385416666666664,42.6107100591716,buy,2.58
9.0,2.0,10.0,28.0,49.50958333333333,42.52476470588236,buy,2.62
9.0,3.0,20.0,46.16,49.89124999999999,42.546023391812874,buy,0.24
9.0,4.0,30.0,27.53,49.63791666666666,42.45872093023256,buy,2.63
9.0,5.0,40.0,25.0,49.30625,42.35780346820809,buy,2.68
9.0,6.0,50.0,22.0,48.835,42.24080459770115,buy,2.74
9.0,7.0,60.0,30.24,47.807500000000005,42.17222857142857,buy,2.55
9.0,8.0,70.0,33.0,46.42166666666666,42.120113636363634,buy,2.47
9.0,9.0,80.0,37.0,44.83833333333333,42.091186440677966,buy,0.16
9.0,10.0,90.0,42.99,43.37583333333333,42.09623595505617,buy,0.0
9.0,11.0,100.0,46.59,42.75666666666666,42.1213407821229,hold,0.0
9.0,12.0,100.0,46.76,42.235833333333325,42.14711111111111,hold,0.0
9.0,13.0,100.0,47.66,41.846666666666664,42.17756906077348,hold,0.0
9.0,14.0,100.0,45.0,41.163333333333334,42.19307692307692,hold,0.0
9.0,15.0,100.0,43.6,40.937916666666666,42.200765027322404,hold,0.0
9.0,16.0,100.0,40.06,40.60708333333333,42.189130434782605,buy,0.02
9.0,17.0,110.0,45.0,40.41291666666667,42.20432432432432,hold,0.0
9.0,18.0,110.0,55.29,40.08833333333333,42.27467741935484,hold,0.0
9.0,19.0,110.0,51.61,39.920833333333334,42.32459893048128,hold,0.0
9.0,20.0,110.0,48.0,39.956250000000004,42.35478723404255,hold,0.0
9.0,21.0,110.0,48.77,40.25958333333333,42.388730158730155,hold,0.0
9.0,22.0,110.0,39.93,40.46541666666666,42.37578947368421,hold,0.0
9.0,23.0,110.0,43.24,40.76541666666667,42.38031413612565,hold,0.0
9.0,24.0,110.0,43.05,40.27166666666667,42.38380208333333,buy,-0.06
10.0,1.0,0.0,66.0,41.77,42.5061658031088,hold,0.0
10.0,2.0,0.0,63.19,43.236250000000005,42.61278350515464,hold,0.0
10.0,3.0,0.0,56.18,43.65375,42.68235897435897,hold,0.0
10.0,4.0,0.0,18.0,43.25666666666667,42.55642857142857,buy,2.78
10.0,5.0,10.0,0.01,43.25666666666667,42.55642857142857,hold,0.0
10.0,6.0,20.0,0.01,43.25666666666667,42.55642857142857,hold,0.0
10.0,7.0,30.0,1.0,43.25666666666667,42.55642857142857,buy,3.18
10.0,8.0,40.0,0.01,43.25666666666667,42.55642857142857,hold,0.0
10.0,9.0,50.0,20.99,43.08958333333334,42.446954314720806,buy,2.51
10.0,10.0,60.0,30.0,43.42291666666667,42.38409090909091,buy,2.31
10.0,11.0,70.0,44.65,44.02333333333333,42.395477386934665,hold,0.0
10.0,12.0,70.0,46.93,44.60375,42.418150000000004,hold,0.0
10.0,13.0,70.0,46.6,45.00375,42.4389552238806,hold,0.0
10.0,14.0,70.0,44.86,45.08166666666667,42.450940594059404,buy,-0.01
10.0,15.0,80.0,39.99,44.80666666666667,42.43881773399015,buy,0.1
10.0,16.0,90.0,35.57,44.34041666666667,42.40514705882353,buy,0.19
10.0,17.0,100.0,39.5,44.000416666666666,42.3909756097561,hold,0.0
10.0,18.0,100.0,47.93,44.1225,42.417864077669904,hold,0.0
10.0,19.0,100.0,54.0,44.55583333333333,42.47381642512077,hold,0.0
10.0,20.0,100.0,49.18,44.935833333333335,42.50605769230769,hold,0.0
10.0,21.0,100.0,45.62,44.961666666666666,42.52095693779904,hold,0.0
10.0,22.0,100.0,43.0,44.44958333333333,42.52323809523809,buy,0.02
10.0,23.0,110.0,43.0,44.090833333333336,42.52549763033175,buy,0.02
10.0,24.0,120.0,38.1,43.678333333333335,42.504622641509435,hold,0.0
11.0,1.0,0.0,59.43,44.1225,42.584084507042256,hold,0.0
11.0,2.0,0.0,45.93,44.3725,42.59971962616822,buy,0.16
11.0,3.0,10.0,36.09,44.07458333333333,42.56944186046512,buy,0.38
11.0,4.0,20.0,31.0,43.5725,42.51587962962963,buy,2.49
11.0,5.0,30.0,30.91,42.11041666666667,42.46239631336405,buy,2.47
11.0,6.0,40.0,30.9,40.765,42.40935779816514,buy,0.45
11.0,7.0,50.0,37.31,39.97875,42.386073059360726,buy,0.28
11.0,8.0,60.0,57.04,41.60541666666666,42.452681818181816,hold,0.0
11.0,9.0,60.0,70.5,43.66833333333333,42.579592760180994,hold,0.0
11.0,10.0,60.0,71.5,45.3975,42.70986486486486,hold,0.0
11.0,11.0,60.0,71.0,46.49541666666667,42.8367264573991,hold,0.0
11.0,12.0,60.0,70.04,47.458333333333336,42.958169642857136,hold,0.0
11.0,13.0,60.0,68.75,48.38125,43.072799999999994,hold,0.0
11.0,14.0,60.0,84.48,50.03208333333333,43.25601769911504,hold,0.0
11.0,15.0,60.0,81.52,51.76250000000001,43.424581497797355,hold,0.0
11.0,16.0,60.0,61.45,52.840833333333336,43.503640350877184,hold,0.0
11.0,17.0,60.0,72.69,54.22375,43.63109170305676,hold,0.0
11.0,18.0,60.0,89.0,55.935,43.82834782608695,hold,0.0
11.0,19.0,60.0,80.66,57.04583333333334,43.987792207792204,buy,-0.5
11.0,20.0,70.0,63.5,57.642500000000005,44.07189655172414,buy,-0.17
11.0,21.0,80.0,49.99,57.824583333333344,44.09729613733906,buy,0.08
11.0,22.0,90.0,43.66,57.85208333333333,44.09542735042735,buy,0.2
11.0,23.0,100.0,66.19,58.818333333333335,44.18944680851064,buy,-0.2
11.0,24.0,110.0,62.92,59.8525,44.26881355932203,buy,-0.13
12.0,1.0,0.0,63.2,60.00958333333333,44.34869198312236,hold,0.0
12.0,2.0,0.0,67.27,60.89875,44.445,hold,0.0
12.0,3.0,0.0,61.85,61.97208333333333,44.51782426778243,hold,0.0
12.0,4.0,0.0,55.0,62.97208333333333,44.561499999999995,buy,0.25
12.0,5.0,10.0,53.02,63.89333333333334,44.59659751037344,buy,0.3
12.0,6.0,20.0,60.29,65.11791666666666,44.66144628099173,hold,0.0
12.0,7.0,20.0,75.0,66.68833333333333,44.78629629629629,hold,0.0
12.0,8.0,20.0,102.12,68.56666666666666,45.02127049180327,sell,0.1
12.0,9.0,10.0,143.28,68.56666666666666,45.02127049180327,sell,5.33
12.0,10.0,0.0,195.56,68.56666666666666,45.02127049180327,buy,-1.0
12.0,11.0,10.0,179.58,68.56666666666666,45.02127049180327,sell,5.33
12.0,12.0,0.0,158.11,68.56666666666666,45.02127049180327,buy,-1.0
12.0,13.0,10.0,93.99,69.54541666666667,45.22114285714286,hold,0.0
12.0,14.0,10.0,75.17,69.69833333333334,45.34288617886178,buy,-0.19
12.0,15.0,20.0,66.11,69.49458333333334,45.42696356275303,buy,-0.05
12.0,16.0,30.0,66.2,69.33458333333333,45.51072580645161,buy,-0.05
12.0,17.0,40.0,65.66,69.20583333333333,45.591646586345384,buy,-0.05
12.0,18.0,50.0,83.73,69.17458333333333,45.7442,buy,-0.33
12.0,19.0,60.0,101.25,69.99666666666667,45.96533864541832,buy,-0.6
12.0,20.0,70.0,72.77,70.46833333333333,46.071706349206345,buy,-0.14
12.0,21.0,80.0,64.15,70.1125,46.143162055335964,buy,-0.01
12.0,22.0,90.0,42.0,68.15416666666667,46.126850393700785,buy,2.32
12.0,23.0,100.0,61.1,67.33916666666666,46.18556862745098,buy,0.01
12.0,24.0,110.0,54.69,66.97208333333333,46.2187890625,buy,0.11
13.0,1.0,0.0,44.96,66.7625,46.21389105058366,hold,0.0
13.0,2.0,0.0,46.4,66.87666666666667,46.21461240310078,buy,0.44
13.0,3.0,10.0,45.88,66.03041666666667,46.213320463320464,buy,0.45
13.0,4.0,20.0,35.01,64.8675,46.17023076923078,buy,2.62
13.0,5.0,30.0,34.28,63.662499999999994,46.12467432950192,buy,2.62
13.0,6.0,40.0,37.11,62.405833333333334,46.09026717557253,buy,2.56
13.0,7.0,50.0,53.05,62.03916666666666,46.116730038022816,buy,0.29
13.0,8.0,60.0,66.18,62.504999999999995,46.192727272727275,hold,0.0
13.0,9.0,60.0,63.92,62.95916666666667,46.25962264150943,hold,0.0
13.0,10.0,60.0,61.46,63.00791666666667,46.316766917293236,hold,0.0
13.0,11.0,60.0,62.36,62.481249999999996,46.37685393258427,hold,0.0
13.0,12.0,60.0,63.88,60.88791666666666,46.44216417910448,hold,0.0
13.0,13.0,60.0,66.46,59.740833333333335,46.516579925650554,hold,0.0
13.0,14.0,60.0,65.15,59.32333333333333,46.5855925925926,hold,0.0
13.0,15.0,60.0,63.6,59.21875,46.64837638376383,hold,0.0
13.0,16.0,60.0,57.65,58.86249999999999,46.68882352941176,buy,-0.03
13.0,17.0,70.0,58.29,58.555416666666666,46.73131868131868,buy,-0.05
13.0,18.0,80.0,67.01,57.85874999999999,46.80532846715328,hold,0.0
13.0,19.0,80.0,72.13,56.64541666666667,46.89741818181818,hold,0.0
13.0,20.0,80.0,71.03,56.572916666666664,46.984855072463766,hold,0.0
13.0,21.0,80.0,67.5,56.712500000000006,47.05891696750903,buy,-0.24
13.0,22.0,90.0,43.5,56.775,47.04611510791367,buy,0.2
13.0,23.0,100.0,51.67,56.382083333333334,47.06268817204302,buy,0.05
13.0,24.0,110.0,47.0,56.06166666666667,47.062464285714285,buy,0.13
14.0,1.0,0.0,44.09,56.02541666666667,47.05188612099644,buy,0.38
14.0,2.0,10.0,45.18,55.97458333333333,47.045248226950356,buy,0.36
14.0,3.0,20.0,41.19,55.77916666666667,47.02455830388693,buy,0.43
14.0,4.0,30.0,33.5,55.71625,46.97693661971831,buy,2.58
14.0,5.0,40.0,32.21,55.63,46.925122807017544,buy,2.6
14.0,6.0,50.0,40.9,55.78791666666667,46.90405594405594,buy,0.44
14.0,7.0,60.0,51.47,55.72208333333333,46.91996515679442,buy,0.24
14.0,8.0,70.0,65.25,55.68333333333334,46.98361111111112,hold,0.0
14.0,9.0,70.0,65.58,55.752500000000005,47.04795847750865,hold,0.0
14.0,10.0,70.0,66.2,55.95000000000001,47.114000000000004,hold,0.0
14.0,11.0,70.0,66.19,56.10958333333334,47.17955326460481,hold,0.0
14.0,12.0,70.0,66.17,56.205000000000005,47.24458904109589,hold,0.0
14.0,13.0,70.0,65.29,56.15625,47.30617747440273,hold,0.0
14.0,14.0,70.0,63.08,56.07,47.35982993197279,hold,0.0
14.0,15.0,70.0,62.03,56.004583333333336,47.4095593220339,hold,0.0
14.0,16.0,70.0,57.23,55.98708333333334,47.44273648648649,hold,0.0
14.0,17.0,70.0,61.11,56.10458333333333,47.48875420875421,hold,0.0
14.0,18.0,70.0,69.0,56.1875,47.56093959731544,hold,0.0
14.0,19.0,70.0,87.96,56.84708333333333,47.696053511705685,hold,0.0
14.0,20.0,70.0,69.99,56.80375,47.77036666666667,buy,-0.28
14.0,21.0,80.0,66.19,56.74916666666667,47.83156146179402,buy,-0.21
14.0,22.0,90.0,55.59,57.252916666666664,47.857251655629135,buy,-0.01
14.0,23.0,100.0,55.53,57.41375,47.882574257425745,buy,-0.01
14.0,24.0,110.0,50.62,57.56458333333333,47.89157894736842,buy,0.09
15.0,1.0,0.0,47.73,57.71625,47.89104918032787,buy,0.34
15.0,2.0,10.0,47.78,57.82458333333333,47.890686274509804,buy,0.34
15.0,3.0,20.0,42.75,57.88958333333333,47.87394136807817,buy,0.43
15.0,4.0,30.0,32.99,57.86833333333333,47.82561688311688,buy,2.61
15.0,5.0,40.0,32.0,57.85958333333334,47.77440129449838,buy,2.62
15.0,6.0,50.0,39.84,57.815416666666664,47.7488064516129,buy,2.48
15.0,7.0,60.0,48.96,57.71083333333333,47.75270096463023,buy,0.32
15.0,8.0,70.0,65.0,57.70041666666666,47.80798076923077,hold,0.0
15.0,9.0,70.0,65.17,57.68333333333334,47.86345047923323,hold,0.0
15.0,10.0,70.0,64.82,57.62583333333333,47.917452229299364,hold,0.0
15.0,11.0,70.0,66.18,57.625416666666666,47.97542857142857,hold,0.0
15.0,12.0,70.0,66.0,57.61833333333334,48.03246835443038,hold,0.0
15.0,13.0,70.0,62.93,57.52,48.07946372239748,hold,0.0
15.0,14.0,70.0,62.13,57.48041666666666,48.12364779874214,hold,0.0
15.0,15.0,70.0,57.95,57.31041666666667,48.15445141065831,hold,0.0
15.0,16.0,70.0,50.41,57.026250000000005,48.161500000000004,buy,0.08
15.0,17.0,80.0,53.8,56.72166666666667,48.17906542056075,buy,0.02
15.0,18.0,90.0,63.02,56.4725,48.225155279503106,hold,0.0
15.0,19.0,90.0,67.44,55.61750000000001,48.28464396284829,hold,0.0
15.0,20.0,90.0,66.99,55.49250000000001,48.34237654320988,hold,0.0
15.0,21.0,90.0,60.95,55.274166666666666,48.38116923076923,hold,0.0
15.0,22.0,90.0,50.77,55.07333333333333,48.38849693251534,buy,0.05
15.0,23.0,100.0,53.06,54.970416666666665,48.402782874617735,buy,0.01
15.0,24.0,110.0,53.86,55.10541666666668,48.41942073170732,buy,-0.0
16.0,1.0,0.0,42.56,54.89000000000001,48.40161094224924,buy,0.4
16.0,2.0,10.0,40.74,54.59666666666667,48.37839393939394,buy,0.43
16.0,3.0,20.0,37.56,54.38041666666667,48.34570996978852,buy,2.49
16.0,4.0,30.0,34.01,54.42291666666667,48.302530120481926,buy,2.56
16.0,5.0,40.0,31.76,54.41291666666666,48.252852852852854,buy,2.6
